#           M   M*dndlnm_ dndlnm_Millennium     f(sig)_  lnsigma_Millennium  neff_Millennium       ngtm_  sigma_Millennium
  1.25893e+14 3.34587e+09       2.65772e-05 2.19302e-01            0.068340        -1.680722 1.80754e-05          0.933942
  1.41254e+14 3.23874e+09       2.29285e-05 2.10423e-01            0.093771        -1.669078 1.52257e-05          0.910491
  1.58489e+14 3.13086e+09       1.97544e-05 2.01195e-01            0.119443        -1.654398 1.27686e-05          0.887414
  1.77828e+14 3.01566e+09       1.69583e-05 1.91626e-01            0.145414        -1.639184 1.06553e-05          0.864664
  1.99526e+14 2.88555e+09       1.44620e-05 1.81766e-01            0.171635        -1.627272 8.84657e-06          0.842287
  2.23872e+14 2.75687e+09       1.23145e-05 1.71651e-01            0.198125        -1.611200 7.30519e-06          0.820267
  2.51189e+14 2.61763e+09       1.04210e-05 1.61311e-01            0.224923        -1.596813 5.99644e-06          0.798578
  2.81838e+14 2.47059e+09       8.76598e-06 1.50824e-01            0.251965        -1.583552 4.89195e-06          0.777272
  3.16228e+14 2.32501e+09       7.35233e-06 1.40226e-01            0.279309        -1.566276 3.96410e-06          0.756306
  3.54813e+14 2.16810e+09       6.11053e-06 1.29582e-01            0.306956        -1.553213 3.18912e-06          0.735683
  3.98107e+14 2.01200e+09       5.05392e-06 1.18981e-01            0.334856        -1.537747 2.54644e-06          0.715441
  4.46684e+14 1.85644e+09       4.15605e-06 1.08466e-01            0.363087        -1.520013 2.01627e-06          0.695526
  5.01187e+14 1.69379e+09       3.37955e-06 9.81314e-02            0.391607        -1.507477 1.58249e-06          0.675970
  5.62341e+14 1.53777e+09       2.73459e-06 8.80589e-02            0.420406        -1.489956 1.23053e-06          0.656780
  6.30957e+14 1.38296e+09       2.19185e-06 7.83025e-02            0.449557        -1.472771 9.46940e-07          0.637911
  7.07946e+14 1.22866e+09       1.73553e-06 6.89669e-02            0.478977        -1.459503 7.20862e-07          0.619417
  7.94328e+14 1.08422e+09       1.36495e-06 6.01084e-02            0.508717        -1.440262 5.42384e-07          0.601267
  8.91251e+14 9.43289e+08       1.05839e-06 5.17846e-02            0.538811        -1.424879 4.02886e-07          0.583441
  1.00000e+15 8.10814e+08       8.10814e-07 4.40784e-02            0.569169        -1.409382 2.95286e-07          0.565995
  1.12202e+15 6.89600e+08       6.14606e-07 3.70115e-02            0.599888        -1.388872 2.13232e-07          0.548873
  1.25893e+15 5.75383e+08       4.57043e-07 3.06259e-02            0.630944        -1.375431 1.51543e-07          0.532089
  1.41254e+15 4.74135e+08       3.35662e-07 2.49517e-02            0.662282        -1.356869 1.05911e-07          0.515673
  1.58489e+15 3.84254e+08       2.42448e-07 1.99734e-02            0.694015        -1.336449 7.26326e-08          0.499566
  1.77828e+15 3.04297e+08       1.71119e-07 1.56949e-02            0.726053        -1.323483 4.88258e-08          0.483815
